tales	similarity (overlap of top 10 nouns)
('74. Der Fuchs und die Frau Gevatterin .', '75. Der Fuchs und die Katze .')	2
('76. Die Nelke .', 'full corpus')	2
('78. Der alte Großvater und der Enkel .', '85. Die Goldkinder .')	2
('83. Hans im Glück .', '84. Hans heirathet .')	2
('1. Der Froschkönig oder der eiserne Heinrich .', '3. Marienkind .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '4. Mährchen von einem , der auszog das Fürchten zu lernen .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '5. Der Wolf und die sieben jungen Geislein .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '6. Der treue Johannes .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '7. Der gute Handel .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '10. Das Lumpengesindel .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '11. Brüderchen und Schwesterchen .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '15. Hänsel und Grethel .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '19. Von dem Fischer un syner Fru .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '22. Das Räthsel .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '23. Von dem Mäuschen , Vögelchen und der Bratwurst .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '24. Frau Holle .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '26. Rothkäppchen .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '28. Der singende Knochen .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '30. Läuschen und Flöhchen .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '37. Daumesdick .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '40. Der Räuberbräutigam .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '41. Herr Korbes .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '42. Der Herr Gevatter .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '48. Der alte Sultan .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '49. Die sechs Schwäne .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '50. Dornröschen .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '52. König Drosselbart .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '55. Rumpelstilzchen .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '57. Der goldene Vogel .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '58. Der Hund und der Sperling .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '60. Die zwei Brüder .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '61. Das Bürle .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '67. Die zwölf Jäger .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '69. Jorinde und Joringel .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '70. Die drei Glückskinder .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '71. Sechse kommen durch die ganze Welt .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '73. Der Wolf und der Fuchs .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '75. Der Fuchs und die Katze .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '79. Die Wassernixe .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '81. Bruder Lustig .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', '85. Die Goldkinder .')	1
('1. Der Froschkönig oder der eiserne Heinrich .', 'full corpus')	1
('2. Katze und Maus in Gesellschaft .', '3. Marienkind .')	1
('2. Katze und Maus in Gesellschaft .', '5. Der Wolf und die sieben jungen Geislein .')	1
('2. Katze und Maus in Gesellschaft .', '6. Der treue Johannes .')	1
('2. Katze und Maus in Gesellschaft .', '7. Der gute Handel .')	1
('2. Katze und Maus in Gesellschaft .', '9. Die zwölf Brüder .')	1
('2. Katze und Maus in Gesellschaft .', '10. Das Lumpengesindel .')	1
('2. Katze und Maus in Gesellschaft .', '11. Brüderchen und Schwesterchen .')	1
('2. Katze und Maus in Gesellschaft .', '13. Die drei Männlein im Walde .')	1
('2. Katze und Maus in Gesellschaft .', '14. Die drei Spinnerinnen .')	1
('2. Katze und Maus in Gesellschaft .', '16. Die drei Schlangenblätter .')	1
('2. Katze und Maus in Gesellschaft .', '24. Frau Holle .')	1
('2. Katze und Maus in Gesellschaft .', '25. Die sieben Raben .')	1
('2. Katze und Maus in Gesellschaft .', '27. Die Bremer Stadtmusikanten .')	1
('2. Katze und Maus in Gesellschaft .', '31. Das Mädchen ohne Hände .')	1
('2. Katze und Maus in Gesellschaft .', '32. Der gescheidte Hans .')	1
('2. Katze und Maus in Gesellschaft .', '34. Die kluge Else .')	1
('2. Katze und Maus in Gesellschaft .', '37. Daumesdick .')	1
('2. Katze und Maus in Gesellschaft .', '40. Der Räuberbräutigam .')	1
('2. Katze und Maus in Gesellschaft .', '41. Herr Korbes .')	1
('2. Katze und Maus in Gesellschaft .', '42. Der Herr Gevatter .')	1
('2. Katze und Maus in Gesellschaft .', '48. Der alte Sultan .')	1
('2. Katze und Maus in Gesellschaft .', '51. Fundevogel .')	1
('2. Katze und Maus in Gesellschaft .', '53. Sneewittchen .')	1
('2. Katze und Maus in Gesellschaft .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	1
('2. Katze und Maus in Gesellschaft .', '55. Rumpelstilzchen .')	1
('2. Katze und Maus in Gesellschaft .', '56. Der Liebste Roland .')	1
('2. Katze und Maus in Gesellschaft .', '59. Der Frieder und das Catherlieschen .')	1
('2. Katze und Maus in Gesellschaft .', '69. Jorinde und Joringel .')	1
('2. Katze und Maus in Gesellschaft .', '73. Der Wolf und der Fuchs .')	1
('2. Katze und Maus in Gesellschaft .', '74. Der Fuchs und die Frau Gevatterin .')	1
('2. Katze und Maus in Gesellschaft .', '76. Die Nelke .')	1
('2. Katze und Maus in Gesellschaft .', '79. Die Wassernixe .')	1
('2. Katze und Maus in Gesellschaft .', '85. Die Goldkinder .')	1
('3. Marienkind .', '4. Mährchen von einem , der auszog das Fürchten zu lernen .')	1
('3. Marienkind .', '5. Der Wolf und die sieben jungen Geislein .')	1
('3. Marienkind .', '6. Der treue Johannes .')	1
('3. Marienkind .', '7. Der gute Handel .')	1
('3. Marienkind .', '12. Rapunzel .')	1
('3. Marienkind .', '14. Die drei Spinnerinnen .')	1
('3. Marienkind .', '15. Hänsel und Grethel .')	1
('3. Marienkind .', '17. Die weiße Schlange .')	1
('3. Marienkind .', '19. Von dem Fischer un syner Fru .')	1
('3. Marienkind .', '20. Das tapfere Schneiderlein .')	1
('3. Marienkind .', '21. Aschenbuttel .')	1
('3. Marienkind .', '22. Das Räthsel .')	1
('3. Marienkind .', '24. Frau Holle .')	1
('3. Marienkind .', '26. Rothkäppchen .')	1
('3. Marienkind .', '29. Der Teufel mit den drei goldenen Haaren .')	1
('3. Marienkind .', '30. Läuschen und Flöhchen .')	1
('3. Marienkind .', '33. Die drei Sprachen .')	1
('3. Marienkind .', '34. Die kluge Else .')	1
('3. Marienkind .', '37. Daumesdick .')	1
('3. Marienkind .', '40. Der Räuberbräutigam .')	1
('3. Marienkind .', '42. Der Herr Gevatter .')	1
('3. Marienkind .', '44. Der Gevatter Tod .')	1
('3. Marienkind .', '48. Der alte Sultan .')	1
('3. Marienkind .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	1
('3. Marienkind .', '57. Der goldene Vogel .')	1
('3. Marienkind .', '59. Der Frieder und das Catherlieschen .')	1
('3. Marienkind .', '60. Die zwei Brüder .')	1
('3. Marienkind .', '64. Die goldene Gans .')	1
('3. Marienkind .', '67. Die zwölf Jäger .')	1
('3. Marienkind .', '70. Die drei Glückskinder .')	1
('3. Marienkind .', '79. Die Wassernixe .')	1
('3. Marienkind .', 'full corpus')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '7. Der gute Handel .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '11. Brüderchen und Schwesterchen .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '12. Rapunzel .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '15. Hänsel und Grethel .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '17. Die weiße Schlange .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '18. Strohhalm , Kohle und Bohne .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '22. Das Räthsel .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '23. Von dem Mäuschen , Vögelchen und der Bratwurst .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '25. Die sieben Raben .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '29. Der Teufel mit den drei goldenen Haaren .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '34. Die kluge Else .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '39. Die Wichtelmänner .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '42. Der Herr Gevatter .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '43. Frau Trude .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '44. Der Gevatter Tod .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '45. Daumerlings Wanderschaft .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '46. Fitchers Vogel .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '52. König Drosselbart .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '57. Der goldene Vogel .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '58. Der Hund und der Sperling .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '59. Der Frieder und das Catherlieschen .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '60. Die zwei Brüder .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '65. Allerleirauh .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '67. Die zwölf Jäger .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '68. De Gaudeif un sien Meester .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '70. Die drei Glückskinder .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '71. Sechse kommen durch die ganze Welt .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '77. Das kluge Grethel .')	1
('4. Mährchen von einem , der auszog das Fürchten zu lernen .', '85. Die Goldkinder .')	1
('5. Der Wolf und die sieben jungen Geislein .', '8. Der wunderliche Spielmann .')	1
('5. Der Wolf und die sieben jungen Geislein .', '12. Rapunzel .')	1
('5. Der Wolf und die sieben jungen Geislein .', '13. Die drei Männlein im Walde .')	1
('5. Der Wolf und die sieben jungen Geislein .', '14. Die drei Spinnerinnen .')	1
('5. Der Wolf und die sieben jungen Geislein .', '21. Aschenbuttel .')	1
('5. Der Wolf und die sieben jungen Geislein .', '25. Die sieben Raben .')	1
('5. Der Wolf und die sieben jungen Geislein .', '26. Rothkäppchen .')	1
('5. Der Wolf und die sieben jungen Geislein .', '28. Der singende Knochen .')	1
('5. Der Wolf und die sieben jungen Geislein .', '31. Das Mädchen ohne Hände .')	1
('5. Der Wolf und die sieben jungen Geislein .', '32. Der gescheidte Hans .')	1
('5. Der Wolf und die sieben jungen Geislein .', '34. Die kluge Else .')	1
('5. Der Wolf und die sieben jungen Geislein .', '37. Daumesdick .')	1
('5. Der Wolf und die sieben jungen Geislein .', '40. Der Räuberbräutigam .')	1
('5. Der Wolf und die sieben jungen Geislein .', '42. Der Herr Gevatter .')	1
('5. Der Wolf und die sieben jungen Geislein .', '43. Frau Trude .')	1
('5. Der Wolf und die sieben jungen Geislein .', '44. Der Gevatter Tod .')	1
('5. Der Wolf und die sieben jungen Geislein .', '50. Dornröschen .')	1
('5. Der Wolf und die sieben jungen Geislein .', '51. Fundevogel .')	1
('5. Der Wolf und die sieben jungen Geislein .', '53. Sneewittchen .')	1
('5. Der Wolf und die sieben jungen Geislein .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	1
('5. Der Wolf und die sieben jungen Geislein .', '56. Der Liebste Roland .')	1
('5. Der Wolf und die sieben jungen Geislein .', '62. Die Bienenkönigin .')	1
('5. Der Wolf und die sieben jungen Geislein .', '64. Die goldene Gans .')	1
('5. Der Wolf und die sieben jungen Geislein .', '69. Jorinde und Joringel .')	1
('5. Der Wolf und die sieben jungen Geislein .', '72. Der Wolf und der Mensch .')	1
('5. Der Wolf und die sieben jungen Geislein .', '73. Der Wolf und der Fuchs .')	1
('5. Der Wolf und die sieben jungen Geislein .', '75. Der Fuchs und die Katze .')	1
('5. Der Wolf und die sieben jungen Geislein .', '76. Die Nelke .')	1
('5. Der Wolf und die sieben jungen Geislein .', '83. Hans im Glück .')	1
('5. Der Wolf und die sieben jungen Geislein .', '85. Die Goldkinder .')	1
('6. Der treue Johannes .', '9. Die zwölf Brüder .')	1
('6. Der treue Johannes .', '12. Rapunzel .')	1
('6. Der treue Johannes .', '14. Die drei Spinnerinnen .')	1
('6. Der treue Johannes .', '15. Hänsel und Grethel .')	1
('6. Der treue Johannes .', '20. Das tapfere Schneiderlein .')	1
('6. Der treue Johannes .', '22. Das Räthsel .')	1
('6. Der treue Johannes .', '25. Die sieben Raben .')	1
('6. Der treue Johannes .', '28. Der singende Knochen .')	1
('6. Der treue Johannes .', '34. Die kluge Else .')	1
('6. Der treue Johannes .', '37. Daumesdick .')	1
('6. Der treue Johannes .', '42. Der Herr Gevatter .')	1
('6. Der treue Johannes .', '43. Frau Trude .')	1
('6. Der treue Johannes .', '44. Der Gevatter Tod .')	1
('6. Der treue Johannes .', '48. Der alte Sultan .')	1
('6. Der treue Johannes .', '53. Sneewittchen .')	1
('6. Der treue Johannes .', '55. Rumpelstilzchen .')	1
('6. Der treue Johannes .', '56. Der Liebste Roland .')	1
('6. Der treue Johannes .', '57. Der goldene Vogel .')	1
('6. Der treue Johannes .', '63. Die drei Federn .')	1
('6. Der treue Johannes .', '65. Allerleirauh .')	1
('6. Der treue Johannes .', '69. Jorinde und Joringel .')	1
('6. Der treue Johannes .', '70. Die drei Glückskinder .')	1
('6. Der treue Johannes .', '83. Hans im Glück .')	1
('6. Der treue Johannes .', '85. Die Goldkinder .')	1
('6. Der treue Johannes .', '86. Der Fuchs und die Gänse .')	1
('7. Der gute Handel .', '9. Die zwölf Brüder .')	1
('7. Der gute Handel .', '12. Rapunzel .')	1
('7. Der gute Handel .', '13. Die drei Männlein im Walde .')	1
('7. Der gute Handel .', '14. Die drei Spinnerinnen .')	1
('7. Der gute Handel .', '16. Die drei Schlangenblätter .')	1
('7. Der gute Handel .', '17. Die weiße Schlange .')	1
('7. Der gute Handel .', '19. Von dem Fischer un syner Fru .')	1
('7. Der gute Handel .', '20. Das tapfere Schneiderlein .')	1
('7. Der gute Handel .', '23. Von dem Mäuschen , Vögelchen und der Bratwurst .')	1
('7. Der gute Handel .', '26. Rothkäppchen .')	1
('7. Der gute Handel .', '27. Die Bremer Stadtmusikanten .')	1
('7. Der gute Handel .', '29. Der Teufel mit den drei goldenen Haaren .')	1
('7. Der gute Handel .', '32. Der gescheidte Hans .')	1
('7. Der gute Handel .', '43. Frau Trude .')	1
('7. Der gute Handel .', '45. Daumerlings Wanderschaft .')	1
('7. Der gute Handel .', '48. Der alte Sultan .')	1
('7. Der gute Handel .', '49. Die sechs Schwäne .')	1
('7. Der gute Handel .', '50. Dornröschen .')	1
('7. Der gute Handel .', '55. Rumpelstilzchen .')	1
('7. Der gute Handel .', '57. Der goldene Vogel .')	1
('7. Der gute Handel .', '58. Der Hund und der Sperling .')	1
('7. Der gute Handel .', '60. Die zwei Brüder .')	1
('7. Der gute Handel .', '64. Die goldene Gans .')	1
('7. Der gute Handel .', '69. Jorinde und Joringel .')	1
('7. Der gute Handel .', '70. Die drei Glückskinder .')	1
('7. Der gute Handel .', '73. Der Wolf und der Fuchs .')	1
('7. Der gute Handel .', '75. Der Fuchs und die Katze .')	1
('7. Der gute Handel .', 'full corpus')	1
('8. Der wunderliche Spielmann .', '9. Die zwölf Brüder .')	1
('8. Der wunderliche Spielmann .', '11. Brüderchen und Schwesterchen .')	1
('8. Der wunderliche Spielmann .', '13. Die drei Männlein im Walde .')	1
('8. Der wunderliche Spielmann .', '27. Die Bremer Stadtmusikanten .')	1
('8. Der wunderliche Spielmann .', '28. Der singende Knochen .')	1
('8. Der wunderliche Spielmann .', '33. Die drei Sprachen .')	1
('8. Der wunderliche Spielmann .', '37. Daumesdick .')	1
('8. Der wunderliche Spielmann .', '38. Die Hochzeit der Frau Füchsin .')	1
('8. Der wunderliche Spielmann .', '45. Daumerlings Wanderschaft .')	1
('8. Der wunderliche Spielmann .', '48. Der alte Sultan .')	1
('8. Der wunderliche Spielmann .', '51. Fundevogel .')	1
('8. Der wunderliche Spielmann .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	1
('8. Der wunderliche Spielmann .', '56. Der Liebste Roland .')	1
('8. Der wunderliche Spielmann .', '57. Der goldene Vogel .')	1
('8. Der wunderliche Spielmann .', '60. Die zwei Brüder .')	1
('8. Der wunderliche Spielmann .', '69. Jorinde und Joringel .')	1
('8. Der wunderliche Spielmann .', '70. Die drei Glückskinder .')	1
('8. Der wunderliche Spielmann .', '72. Der Wolf und der Mensch .')	1
('8. Der wunderliche Spielmann .', '81. Bruder Lustig .')	1
('8. Der wunderliche Spielmann .', '85. Die Goldkinder .')	1
('8. Der wunderliche Spielmann .', 'full corpus')	1
('9. Die zwölf Brüder .', '12. Rapunzel .')	1
('9. Die zwölf Brüder .', '14. Die drei Spinnerinnen .')	1
('9. Die zwölf Brüder .', '17. Die weiße Schlange .')	1
('9. Die zwölf Brüder .', '18. Strohhalm , Kohle und Bohne .')	1
('9. Die zwölf Brüder .', '19. Von dem Fischer un syner Fru .')	1
('9. Die zwölf Brüder .', '22. Das Räthsel .')	1
('9. Die zwölf Brüder .', '23. Von dem Mäuschen , Vögelchen und der Bratwurst .')	1
('9. Die zwölf Brüder .', '24. Frau Holle .')	1
('9. Die zwölf Brüder .', '26. Rothkäppchen .')	1
('9. Die zwölf Brüder .', '28. Der singende Knochen .')	1
('9. Die zwölf Brüder .', '29. Der Teufel mit den drei goldenen Haaren .')	1
('9. Die zwölf Brüder .', '30. Läuschen und Flöhchen .')	1
('9. Die zwölf Brüder .', '31. Das Mädchen ohne Hände .')	1
